index,value,geometry
3167,36,"POLYGON ((121.1200050237997 14.6457661296363, 121.1200050237997 14.64666545000003, 121.1209344279693 14.64666545000003, 121.1209344279693 14.6457661296363, 121.1200050237997 14.6457661296363))"
3168,36,"POLYGON ((121.1200050237997 14.64666545000003, 121.1200050237997 14.64756477036375, 121.1209344279693 14.64756477036375, 121.1209344279693 14.64666545000003, 121.1200050237997 14.64666545000003))"
3169,33,"POLYGON ((121.1200050237997 14.64756477036375, 121.1200050237997 14.64846409072748, 121.1209344279693 14.64846409072748, 121.1209344279693 14.64756477036375, 121.1200050237997 14.64756477036375))"
3170,25,"POLYGON ((121.1200050237997 14.64846409072748, 121.1200050237997 14.6493634110912, 121.1209344279693 14.6493634110912, 121.1209344279693 14.64846409072748, 121.1200050237997 14.64846409072748))"
3171,25,"POLYGON ((121.1200050237997 14.6493634110912, 121.1200050237997 14.65026273145493, 121.1209344279693 14.65026273145493, 121.1209344279693 14.6493634110912, 121.1200050237997 14.6493634110912))"
3172,26,"POLYGON ((121.1200050237997 14.65026273145493, 121.1200050237997 14.65116205181865, 121.1209344279693 14.65116205181865, 121.1209344279693 14.65026273145493, 121.1200050237997 14.65026273145493))"
3173,36,"POLYGON ((121.1200050237997 14.65116205181865, 121.1200050237997 14.65206137218238, 121.1209344279693 14.65206137218238, 121.1209344279693 14.65116205181865, 121.1200050237997 14.65116205181865))"
3174,37,"POLYGON ((121.1200050237997 14.65206137218238, 121.1200050237997 14.6529606925461, 121.1209344279693 14.6529606925461, 121.1209344279693 14.65206137218238, 121.1200050237997 14.65206137218238))"
3175,41,"POLYGON ((121.1200050237997 14.6529606925461, 121.1200050237997 14.65386001290983, 121.1209344279693 14.65386001290983, 121.1209344279693 14.6529606925461, 121.1200050237997 14.6529606925461))"
3176,42,"POLYGON ((121.1200050237997 14.65386001290983, 121.1200050237997 14.65475933327355, 121.1209344279693 14.65475933327355, 121.1209344279693 14.65386001290983, 121.1200050237997 14.65386001290983))"
3177,32,"POLYGON ((121.1200050237997 14.65475933327355, 121.1200050237997 14.65565865363728, 121.1209344279693 14.65565865363728, 121.1209344279693 14.65475933327355, 121.1200050237997 14.65475933327355))"
3178,34,"POLYGON ((121.1200050237997 14.65565865363728, 121.1200050237997 14.656557974001, 121.1209344279693 14.656557974001, 121.1209344279693 14.65565865363728, 121.1200050237997 14.65565865363728))"
3179,33,"POLYGON ((121.1200050237997 14.656557974001, 121.1200050237997 14.65745729436473, 121.1209344279693 14.65745729436473, 121.1209344279693 14.656557974001, 121.1200050237997 14.656557974001))"
3180,35,"POLYGON ((121.1200050237997 14.65745729436473, 121.1200050237997 14.65835661472845, 121.1209344279693 14.65835661472845, 121.1209344279693 14.65745729436473, 121.1200050237997 14.65745729436473))"
3181,38,"POLYGON ((121.1200050237997 14.65835661472845, 121.1200050237997 14.65925593509218, 121.1209344279693 14.65925593509218, 121.1209344279693 14.65835661472845, 121.1200050237997 14.65835661472845))"
3182,39,"POLYGON ((121.1200050237997 14.65925593509218, 121.1200050237997 14.6601552554559, 121.1209344279693 14.6601552554559, 121.1209344279693 14.65925593509218, 121.1200050237997 14.65925593509218))"
3183,40,"POLYGON ((121.1200050237997 14.6601552554559, 121.1200050237997 14.66105457581963, 121.1209344279693 14.66105457581963, 121.1209344279693 14.6601552554559, 121.1200050237997 14.6601552554559))"
3184,39,"POLYGON ((121.1200050237997 14.66105457581963, 121.1200050237997 14.66195389618336, 121.1209344279693 14.66195389618336, 121.1209344279693 14.66105457581963, 121.1200050237997 14.66105457581963))"
3185,33,"POLYGON ((121.1200050237997 14.66195389618336, 121.1200050237997 14.66285321654708, 121.1209344279693 14.66285321654708, 121.1209344279693 14.66195389618336, 121.1200050237997 14.66195389618336))"
3186,33,"POLYGON ((121.1200050237997 14.66285321654708, 121.1200050237997 14.66375253691081, 121.1209344279693 14.66375253691081, 121.1209344279693 14.66285321654708, 121.1200050237997 14.66285321654708))"
3187,35,"POLYGON ((121.1200050237997 14.66375253691081, 121.1200050237997 14.66465185727453, 121.1209344279693 14.66465185727453, 121.1209344279693 14.66375253691081, 121.1200050237997 14.66375253691081))"
3188,39,"POLYGON ((121.1200050237997 14.66465185727453, 121.1200050237997 14.66555117763826, 121.1209344279693 14.66555117763826, 121.1209344279693 14.66465185727453, 121.1200050237997 14.66465185727453))"
3189,36,"POLYGON ((121.1200050237997 14.66555117763826, 121.1200050237997 14.66645049800198, 121.1209344279693 14.66645049800198, 121.1209344279693 14.66555117763826, 121.1200050237997 14.66555117763826))"
3190,33,"POLYGON ((121.1200050237997 14.66645049800198, 121.1200050237997 14.66734981836571, 121.1209344279693 14.66734981836571, 121.1209344279693 14.66645049800198, 121.1200050237997 14.66645049800198))"
3191,30,"POLYGON ((121.1200050237997 14.66734981836571, 121.1200050237997 14.66824913872943, 121.1209344279693 14.66824913872943, 121.1209344279693 14.66734981836571, 121.1200050237997 14.66734981836571))"
3192,24,"POLYGON ((121.1200050237997 14.66824913872943, 121.1200050237997 14.66914845909316, 121.1209344279693 14.66914845909316, 121.1209344279693 14.66824913872943, 121.1200050237997 14.66824913872943))"
3193,19,"POLYGON ((121.1200050237997 14.66914845909316, 121.1200050237997 14.67004777945688, 121.1209344279693 14.67004777945688, 121.1209344279693 14.66914845909316, 121.1200050237997 14.66914845909316))"
3221,20,"POLYGON ((121.1209344279693 14.63677292599905, 121.1209344279693 14.63767224636277, 121.121863832139 14.63767224636277, 121.121863832139 14.63677292599905, 121.1209344279693 14.63677292599905))"
3222,20,"POLYGON ((121.1209344279693 14.63767224636277, 121.1209344279693 14.6385715667265, 121.121863832139 14.6385715667265, 121.121863832139 14.63767224636277, 121.1209344279693 14.63767224636277))"
3223,22,"POLYGON ((121.1209344279693 14.6385715667265, 121.1209344279693 14.63947088709022, 121.121863832139 14.63947088709022, 121.121863832139 14.6385715667265, 121.1209344279693 14.6385715667265))"
3224,25,"POLYGON ((121.1209344279693 14.63947088709022, 121.1209344279693 14.64037020745395, 121.121863832139 14.64037020745395, 121.121863832139 14.63947088709022, 121.1209344279693 14.63947088709022))"
3225,33,"POLYGON ((121.1209344279693 14.64037020745395, 121.1209344279693 14.64126952781767, 121.121863832139 14.64126952781767, 121.121863832139 14.64037020745395, 121.1209344279693 14.64037020745395))"
3226,31,"POLYGON ((121.1209344279693 14.64126952781767, 121.1209344279693 14.6421688481814, 121.121863832139 14.6421688481814, 121.121863832139 14.64126952781767, 121.1209344279693 14.64126952781767))"
3227,29,"POLYGON ((121.1209344279693 14.6421688481814, 121.1209344279693 14.64306816854512, 121.121863832139 14.64306816854512, 121.121863832139 14.6421688481814, 121.1209344279693 14.6421688481814))"
3228,33,"POLYGON ((121.1209344279693 14.64306816854512, 121.1209344279693 14.64396748890885, 121.121863832139 14.64396748890885, 121.121863832139 14.64306816854512, 121.1209344279693 14.64306816854512))"
3229,37,"POLYGON ((121.1209344279693 14.64396748890885, 121.1209344279693 14.64486680927257, 121.121863832139 14.64486680927257, 121.121863832139 14.64396748890885, 121.1209344279693 14.64396748890885))"
3230,37,"POLYGON ((121.1209344279693 14.64486680927257, 121.1209344279693 14.6457661296363, 121.121863832139 14.6457661296363, 121.121863832139 14.64486680927257, 121.1209344279693 14.64486680927257))"
3231,36,"POLYGON ((121.1209344279693 14.6457661296363, 121.1209344279693 14.64666545000003, 121.121863832139 14.64666545000003, 121.121863832139 14.6457661296363, 121.1209344279693 14.6457661296363))"
3232,28,"POLYGON ((121.1209344279693 14.64666545000003, 121.1209344279693 14.64756477036375, 121.121863832139 14.64756477036375, 121.121863832139 14.64666545000003, 121.1209344279693 14.64666545000003))"
3233,28,"POLYGON ((121.1209344279693 14.64756477036375, 121.1209344279693 14.64846409072748, 121.121863832139 14.64846409072748, 121.121863832139 14.64756477036375, 121.1209344279693 14.64756477036375))"
3234,28,"POLYGON ((121.1209344279693 14.64846409072748, 121.1209344279693 14.6493634110912, 121.121863832139 14.6493634110912, 121.121863832139 14.64846409072748, 121.1209344279693 14.64846409072748))"
3235,29,"POLYGON ((121.1209344279693 14.6493634110912, 121.1209344279693 14.65026273145493, 121.121863832139 14.65026273145493, 121.121863832139 14.6493634110912, 121.1209344279693 14.6493634110912))"
3236,28,"POLYGON ((121.1209344279693 14.65026273145493, 121.1209344279693 14.65116205181865, 121.121863832139 14.65116205181865, 121.121863832139 14.65026273145493, 121.1209344279693 14.65026273145493))"
3237,35,"POLYGON ((121.1209344279693 14.65116205181865, 121.1209344279693 14.65206137218238, 121.121863832139 14.65206137218238, 121.121863832139 14.65116205181865, 121.1209344279693 14.65116205181865))"
3238,41,"POLYGON ((121.1209344279693 14.65206137218238, 121.1209344279693 14.6529606925461, 121.121863832139 14.6529606925461, 121.121863832139 14.65206137218238, 121.1209344279693 14.65206137218238))"
3239,45,"POLYGON ((121.1209344279693 14.6529606925461, 121.1209344279693 14.65386001290983, 121.121863832139 14.65386001290983, 121.121863832139 14.6529606925461, 121.1209344279693 14.6529606925461))"
3240,46,"POLYGON ((121.1209344279693 14.65386001290983, 121.1209344279693 14.65475933327355, 121.121863832139 14.65475933327355, 121.121863832139 14.65386001290983, 121.1209344279693 14.65386001290983))"
3241,42,"POLYGON ((121.1209344279693 14.65475933327355, 121.1209344279693 14.65565865363728, 121.121863832139 14.65565865363728, 121.121863832139 14.65475933327355, 121.1209344279693 14.65475933327355))"
3242,37,"POLYGON ((121.1209344279693 14.65565865363728, 121.1209344279693 14.656557974001, 121.121863832139 14.656557974001, 121.121863832139 14.65565865363728, 121.1209344279693 14.65565865363728))"
3243,34,"POLYGON ((121.1209344279693 14.656557974001, 121.1209344279693 14.65745729436473, 121.121863832139 14.65745729436473, 121.121863832139 14.656557974001, 121.1209344279693 14.656557974001))"
3244,37,"POLYGON ((121.1209344279693 14.65745729436473, 121.1209344279693 14.65835661472845, 121.121863832139 14.65835661472845, 121.121863832139 14.65745729436473, 121.1209344279693 14.65745729436473))"
3245,36,"POLYGON ((121.1209344279693 14.65835661472845, 121.1209344279693 14.65925593509218, 121.121863832139 14.65925593509218, 121.121863832139 14.65835661472845, 121.1209344279693 14.65835661472845))"
3246,40,"POLYGON ((121.1209344279693 14.65925593509218, 121.1209344279693 14.6601552554559, 121.121863832139 14.6601552554559, 121.121863832139 14.65925593509218, 121.1209344279693 14.65925593509218))"
3247,38,"POLYGON ((121.1209344279693 14.6601552554559, 121.1209344279693 14.66105457581963, 121.121863832139 14.66105457581963, 121.121863832139 14.6601552554559, 121.1209344279693 14.6601552554559))"
3248,36,"POLYGON ((121.1209344279693 14.66105457581963, 121.1209344279693 14.66195389618336, 121.121863832139 14.66195389618336, 121.121863832139 14.66105457581963, 121.1209344279693 14.66105457581963))"
3249,30,"POLYGON ((121.1209344279693 14.66195389618336, 121.1209344279693 14.66285321654708, 121.121863832139 14.66285321654708, 121.121863832139 14.66195389618336, 121.1209344279693 14.66195389618336))"
3250,32,"POLYGON ((121.1209344279693 14.66285321654708, 121.1209344279693 14.66375253691081, 121.121863832139 14.66375253691081, 121.121863832139 14.66285321654708, 121.1209344279693 14.66285321654708))"
3251,32,"POLYGON ((121.1209344279693 14.66375253691081, 121.1209344279693 14.66465185727453, 121.121863832139 14.66465185727453, 121.121863832139 14.66375253691081, 121.1209344279693 14.66375253691081))"
3252,35,"POLYGON ((121.1209344279693 14.66465185727453, 121.1209344279693 14.66555117763826, 121.121863832139 14.66555117763826, 121.121863832139 14.66465185727453, 121.1209344279693 14.66465185727453))"
3253,37,"POLYGON ((121.1209344279693 14.66555117763826, 121.1209344279693 14.66645049800198, 121.121863832139 14.66645049800198, 121.121863832139 14.66555117763826, 121.1209344279693 14.66555117763826))"
3254,36,"POLYGON ((121.1209344279693 14.66645049800198, 121.1209344279693 14.66734981836571, 121.121863832139 14.66734981836571, 121.121863832139 14.66645049800198, 121.1209344279693 14.66645049800198))"
3255,27,"POLYGON ((121.1209344279693 14.66734981836571, 121.1209344279693 14.66824913872943, 121.121863832139 14.66824913872943, 121.121863832139 14.66734981836571, 121.1209344279693 14.66734981836571))"
3256,24,"POLYGON ((121.1209344279693 14.66824913872943, 121.1209344279693 14.66914845909316, 121.121863832139 14.66914845909316, 121.121863832139 14.66824913872943, 121.1209344279693 14.66824913872943))"
3285,20,"POLYGON ((121.121863832139 14.63677292599905, 121.121863832139 14.63767224636277, 121.1227932363087 14.63767224636277, 121.1227932363087 14.63677292599905, 121.121863832139 14.63677292599905))"
3286,21,"POLYGON ((121.121863832139 14.63767224636277, 121.121863832139 14.6385715667265, 121.1227932363087 14.6385715667265, 121.1227932363087 14.63767224636277, 121.121863832139 14.63767224636277))"
3287,22,"POLYGON ((121.121863832139 14.6385715667265, 121.121863832139 14.63947088709022, 121.1227932363087 14.63947088709022, 121.1227932363087 14.6385715667265, 121.121863832139 14.6385715667265))"
3288,26,"POLYGON ((121.121863832139 14.63947088709022, 121.121863832139 14.64037020745395, 121.1227932363087 14.64037020745395, 121.1227932363087 14.63947088709022, 121.121863832139 14.63947088709022))"
3289,30,"POLYGON ((121.121863832139 14.64037020745395, 121.121863832139 14.64126952781767, 121.1227932363087 14.64126952781767, 121.1227932363087 14.64037020745395, 121.121863832139 14.64037020745395))"
3290,32,"POLYGON ((121.121863832139 14.64126952781767, 121.121863832139 14.6421688481814, 121.1227932363087 14.6421688481814, 121.1227932363087 14.64126952781767, 121.121863832139 14.64126952781767))"
3291,32,"POLYGON ((121.121863832139 14.6421688481814, 121.121863832139 14.64306816854512, 121.1227932363087 14.64306816854512, 121.1227932363087 14.6421688481814, 121.121863832139 14.6421688481814))"
3292,36,"POLYGON ((121.121863832139 14.64306816854512, 121.121863832139 14.64396748890885, 121.1227932363087 14.64396748890885, 121.1227932363087 14.64306816854512, 121.121863832139 14.64306816854512))"
3293,41,"POLYGON ((121.121863832139 14.64396748890885, 121.121863832139 14.64486680927257, 121.1227932363087 14.64486680927257, 121.1227932363087 14.64396748890885, 121.121863832139 14.64396748890885))"
3294,40,"POLYGON ((121.121863832139 14.64486680927257, 121.121863832139 14.6457661296363, 121.1227932363087 14.6457661296363, 121.1227932363087 14.64486680927257, 121.121863832139 14.64486680927257))"
3295,34,"POLYGON ((121.121863832139 14.6457661296363, 121.121863832139 14.64666545000003, 121.1227932363087 14.64666545000003, 121.1227932363087 14.6457661296363, 121.121863832139 14.6457661296363))"
3296,30,"POLYGON ((121.121863832139 14.64666545000003, 121.121863832139 14.64756477036375, 121.1227932363087 14.64756477036375, 121.1227932363087 14.64666545000003, 121.121863832139 14.64666545000003))"
3297,27,"POLYGON ((121.121863832139 14.64756477036375, 121.121863832139 14.64846409072748, 121.1227932363087 14.64846409072748, 121.1227932363087 14.64756477036375, 121.121863832139 14.64756477036375))"
3298,27,"POLYGON ((121.121863832139 14.64846409072748, 121.121863832139 14.6493634110912, 121.1227932363087 14.6493634110912, 121.1227932363087 14.64846409072748, 121.121863832139 14.64846409072748))"
3299,32,"POLYGON ((121.121863832139 14.6493634110912, 121.121863832139 14.65026273145493, 121.1227932363087 14.65026273145493, 121.1227932363087 14.6493634110912, 121.121863832139 14.6493634110912))"
3300,35,"POLYGON ((121.121863832139 14.65026273145493, 121.121863832139 14.65116205181865, 121.1227932363087 14.65116205181865, 121.1227932363087 14.65026273145493, 121.121863832139 14.65026273145493))"
3301,36,"POLYGON ((121.121863832139 14.65116205181865, 121.121863832139 14.65206137218238, 121.1227932363087 14.65206137218238, 121.1227932363087 14.65116205181865, 121.121863832139 14.65116205181865))"
